ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
5.1.1.5	W355Y	Oenococcus oeni	C(CCN)CC(C(=O)O)N	L-Lysine	Q04HB7	1.03	s^(-1)
5.1.1.5	wildtype	Oenococcus oeni	C(CC(C(=O)O)N)CN	L-Ornithine	Q04HB7	1.83	s^(-1)
5.1.1.5	wildtype	uncultured bacterium	C(CCN)CC(C(=O)O)N	L-Lysine	C7ACH5	5.1	s^(-1)
5.1.1.5	T391Y/S394Y	Proteus mirabilis	C(CCN)CC(C(=O)O)N	L-Lysine		2.57	s^(-1)
5.1.1.5	wildtype	Oenococcus oeni	C(CCN)CC(C(=O)O)N	L-Lysine	Q04HB7	3.5	s^(-1)
5.1.1.5	T391Y	Proteus mirabilis	C(CC(C(=O)O)N)CN=C(N)N	L-Arginine		10.17	s^(-1)
5.1.1.5	wildtype	Proteus mirabilis	C(CC(C(=O)O)N)CN=C(N)N	L-Arginine		10.83	s^(-1)
5.1.1.5	S394Y	Proteus mirabilis	C(CCN)CC(C(=O)O)N	L-Lysine		14.93	s^(-1)
5.1.1.5	S394C	Proteus mirabilis	C(CC(C(=O)O)N)CN=C(N)N	L-Arginine		16.2	s^(-1)
5.1.1.5	S394T	Proteus mirabilis	C(CC(C(=O)O)N)CN=C(N)N	L-Arginine		17.45	s^(-1)
5.1.1.5	S394N	Proteus mirabilis	C(CC(C(=O)O)N)CN=C(N)N	L-Arginine		18.75	s^(-1)
5.1.1.5	S394Y	Proteus mirabilis	C(CC(C(=O)O)N)CN=C(N)N	L-Arginine		19.67	s^(-1)
5.1.1.5	T391Y	Proteus mirabilis	C(CCN)CC(C(=O)O)N	L-Lysine		23.07	s^(-1)
5.1.1.5	S394N	Proteus mirabilis	C(CCN)CC(C(=O)O)N	L-Lysine		31.25	s^(-1)
5.1.1.5	S394C	Proteus mirabilis	C(CCN)CC(C(=O)O)N	L-Lysine		50.68	s^(-1)
5.1.1.5	wildtype	Proteus mirabilis	C(CCN)CC(C(=O)O)N	L-Lysine		55.43	s^(-1)
5.1.1.5	S394T	Proteus mirabilis	C(CCN)CC(C(=O)O)N	L-Lysine		62.5	s^(-1)
2.3.2.12	wildtype	Escherichia coli	CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O	puromycin		0.17	s^(-1)
1.13.11.15	H200F	Brevibacterium fuscum	C1=CC(=C(C(=C1)O)[O-])C(=O)O	3-hydroxysalicylate		0.01	s^(-1)
1.13.11.15	wildtype	Brevibacterium fuscum	C1=CC(=C(C(=C1)O)[O-])C(=O)O	3-hydroxysalicylate		0.02	s^(-1)
1.13.11.15	wildtype	Brevibacterium fuscum	C1=CC(=C(C=C1[N+](=O)[O-])O)O	4-Nitrocatechol	Q45135	0.4	s^(-1)
1.13.11.15	H200A	Arthrobacter globiformis	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate		0.067	s^(-1)
1.13.11.15	H200F	Brevibacterium fuscum	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate	Q45135	0.21	s^(-1)
1.13.11.15	H200A	Brevibacterium fuscum	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate	Q45135	0.3	s^(-1)
1.13.11.15	H200E	Brevibacterium fuscum	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate	Q45135	0.9	s^(-1)
1.13.11.15	H200N	Arthrobacter globiformis	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate		2.67	s^(-1)
1.13.11.15	H20N	Brevibacterium fuscum	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate	Q45135	3.0	s^(-1)
1.13.11.15	wildtype	Brevibacterium fuscum	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate	Q45135	10.0	s^(-1)
1.13.11.15	H200Q	Arthrobacter globiformis	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate		3.6	s^(-1)
1.13.11.15	H200Q	Brevibacterium fuscum	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate	Q45135	4.0	s^(-1)
1.13.11.15	wildtype	Arthrobacter globiformis	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate		4.6	s^(-1)
1.13.11.15	wildtype	Pseudomonas aeruginosa	C1=CC(=C(C=C1CC(=O)O)O)O	3,4-Dihydroxyphenylacetate		63.5	s^(-1)
4.1.3.36	R267A	Escherichia coli	C1=CC=C(C(=C1)C(=O)CCC(=O)O)C(=O)O	2-succinylbenzoate		0.0027	s^(-1)
4.1.3.36	F270A	Escherichia coli	C1=CC=C(C(=C1)C(=O)CCC(=O)O)C(=O)O	2-succinylbenzoate		0.0035	s^(-1)
4.1.3.36	wildtype	Escherichia coli	C1=CC=C(C(=C1)C(=O)CCC(=O)O)C(=O)O	2-succinylbenzoate		0.021	s^(-1)
4.1.3.36	K89A	Escherichia coli	C1=CC=C(C(=C1)C(=O)CCC(=O)O)C(=O)O	2-succinylbenzoate		0.038	s^(-1)
4.1.3.36	wildtype	Escherichia coli	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)C4=CC=CC=C4C(=O)O)O	o-succinylbenzoyl-CoA		0.062	s^(-1)
1.4.1.14	wildtype	Oryza sativa	C(CC(=O)N)C(C(=O)O)N	L-Glutamine		32.0	s^(-1)
1.4.1.14	wildtype	Lupinus angustifolius	CC(=O)C1=C[N+](=CC=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	3-acetylpyridine adenine dinucleotide		51.0	s^(-1)
1.4.1.14	wildtype	Lupinus angustifolius	C(CC(=O)N)C(C(=O)O)N	L-Glutamine		70.0	s^(-1)
1.4.1.14	wildtype	Lupinus angustifolius	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		70.0	s^(-1)
3.4.11.B9	F224S/H248S/R217S/R220S/I292A	Pyrococcus horikoshii	CSCCC(C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O)N	Met-Lys-bradykinin		144.5	s^(-1)
2.3.1.160	S29A	Rauvolfia serpentina x Rhazya stricta	CC=C1CN2C3CC1C(C2CC4=C3NC5=C4C=CC(=C5)OC)C=O	gardneral		0.018	s^(-1)
2.3.1.160	N293A	Rauvolfia serpentina x Rhazya stricta	CC=C1CN2C3CC1C(C2CC4=C3NC5=C4C=CC(=C5)OC)C=O	gardneral		0.043	s^(-1)
2.3.1.160	wildtype	Rauvolfia serpentina x Rhazya stricta	CC=C1CN2C3CC1C(C2CC4=C3NC5=C4C=CC(=C5)OC)C=O	gardneral		0.065	s^(-1)
2.3.1.160	C89A	Rauvolfia serpentina x Rhazya stricta	CC=C1CN2C3CC1C(C2CC4=C3NC5=C4C=CC(=C5)OC)C=O	gardneral		0.068	s^(-1)
2.3.1.160	S413A	Rauvolfia serpentina x Rhazya stricta	CC=C1CN2C3CC1C(C2CC4=C3NC5=C4C=CC(=C5)OC)C=O	gardneral		0.085	s^(-1)
2.3.1.160	wildtype	Rauvolfia serpentina x Rhazya stricta	CC=C1CN2C3CC1C4C2CC5(C4OC(=O)C)C3=NC6=CC=CC=C56	vinorine		0.735	s^(-1)
3.13.1.4	wildtype	Variovorax paradoxus	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCS(=O)O)O	3-sulfinopropionyl-CoA		2.5	s^(-1)
3.13.1.4	wildtype	Advenella mimigardefordensis	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCS(=O)O)O	3-sulfinopropionyl-CoA		3.13	s^(-1)
3.13.1.4	wildtype	Advenella mimigardefordensis	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCS(=O)[O-])O	3-sulfinopropanoyl-CoA	K4L7X3	3.13	s^(-1)
3.13.1.4	Q246E	Advenella mimigardefordensis	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCS(=O)[O-])O	3-sulfinopropanoyl-CoA	K4L7X3	3.93	s^(-1)
3.13.1.4	wildtype	Cupriavidus necator	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCS(=O)O)O	3-sulfinopropionyl-CoA		4.4	s^(-1)
6.2.1.16	wildtype	Streptomyces lividans	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP	D6EQU8	6.43	s^(-1)
6.2.1.16	wildtype	Streptomyces lividans	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	Coenzyme A		8.16	s^(-1)
3.5.3.8	R144A	Trypanosoma cruzi	C(CC(=O)O)C(C(=O)O)N=CN	N-Formimino-L-glutamate		3.2	s^(-1)
3.5.3.8	N114H	Trypanosoma cruzi	C(CC(=O)O)C(C(=O)O)N=CN	N-Formimino-L-glutamate		80.0	s^(-1)
3.5.3.8	R144K	Trypanosoma cruzi	C(CC(=O)O)C(C(=O)O)N=CN	N-Formimino-L-glutamate		190.0	s^(-1)
3.5.3.8	wildtype	Trypanosoma cruzi	C(CC(=O)O)C(C(=O)O)N=CN	N-Formimino-L-glutamate		200.0	s^(-1)
3.2.1.151	wildtype	Hungateiclostridium thermocellum	CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O	carboxymethyl cellulose		0.72	s^(-1)
3.2.1.151	wildtype	Trichoderma reesei	C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)O)CO)COC6C(C(C(CO6)O)O)O)COC7C(C(C(CO7)O)O)O)O)O)O)O)O)O	XXXG		7.2	s^(-1)
3.2.1.151	wildtype	Trichoderma reesei	CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O	carboxymethyl cellulose		52.0	s^(-1)
3.2.1.151	wildtype	Trichoderma reesei	CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(C(C(C(O4)CO)OC)O)OCCO)O)O)O)O	hydroxyethyl cellulose		138.0	s^(-1)
3.2.1.151	wildtype	Trichoderma reesei	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O	Laminaritriose		193.0	s^(-1)
3.2.1.151	wildtype	Trichoderma reesei	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O	Cellotriose		306.0	s^(-1)
2.1.1.10	wildtype	Brassica oleracea	C(CS)C(C(=O)O)N	L-Homocysteine		0.0375	s^(-1)
2.1.1.10	wildtype	Escherichia coli	C(CS)C(C(=O)O)N	L-Homocysteine	Q47690	0.38	s^(-1)
2.3.1.174	wildtype	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	Coenzyme A	Q8VPF1	7.83333333	s^(-1)
2.3.1.57	wildtype	Bacillus subtilis	C(CCN)CCNCCCN	aminopropylcadaverine		0.1	s^(-1)
2.3.1.57	wildtype	Bacillus subtilis	CC(=O)NCCCNCCCCNCCCN	N1-acetylspermine		0.12	s^(-1)
2.3.1.57	wildtype	Bacillus subtilis	C(CCNCCCN)CNCCCN	Spermine		0.32	s^(-1)
2.3.1.57	wildtype	Bacillus subtilis	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	Acetyl-CoA		0.365	s^(-1)
2.3.1.57	L156F	Cricetulus griseus	C(CCNCCCN)CN	Spermidine		0.63	s^(-1)
2.3.1.57	L156F	Cricetulus griseus	C(CCNCCCN)CNCCCN	Spermine		0.63	s^(-1)
2.3.1.57	wildtype	Streptomyces sp.	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	Acetyl-CoA		0.858	s^(-1)
2.3.1.57	wildtype	Streptomyces sp.	C(CCNCCCN)CN	Spermidine		0.922	s^(-1)
2.3.1.57	wildtype	Streptomyces sp.	C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O	D-Glucosamine 6-phosphate		1.358	s^(-1)
2.3.1.57	wildtype	Streptomyces sp.	C(CCNCCCN)CNCCCN	Spermine		1.86	s^(-1)
2.3.1.57	wildtype	Streptomyces sp.	C(CCN)CC(C(=O)O)N	L-Lysine		3.953	s^(-1)
2.3.1.57	wildtype	Cricetulus griseus	C(CCNCCCN)CNCCCN	Spermine		5.0	s^(-1)
2.3.1.57	wildtype	Cricetulus griseus	C(CCNCCCN)CN	Spermidine		8.7	s^(-1)
2.3.1.57	wildtype	Cryptosporidium parvum	C(CCNCCCN)CNCCCN	Spermine		9.0	s^(-1)
2.6.1.9	wildtype	Thermotoga maritima	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	L-Tryptophan	Q9X0D0	0.0141666667	s^(-1)
2.6.1.9	wildtype	Thermotoga maritima	C1=CC(=CC=C1CC(C(=O)O)N)O	L-Tyrosine	Q9X0D0	0.0433333333	s^(-1)
2.6.1.9	wildtype	Thermotoga maritima	C1=C(NC=N1)CC(COP(=O)(O)O)N	L-Histidinol phosphate	Q9X0D0	0.0466666667	s^(-1)
2.6.1.9	Y123F	Corynebacterium glutamicum	C1=C(NC=N1)CC(COP(=O)(O)O)N	L-Histidinol phosphate	Q9KJU4	0.39	s^(-1)
2.6.1.9	Y257F	Corynebacterium glutamicum	C1=C(NC=N1)CC(COP(=O)(O)O)N	L-Histidinol phosphate	Q9KJU4	0.51	s^(-1)
2.6.1.9	Y123F	Corynebacterium glutamicum	C1=CC=C(C=C1)CC(C(=O)O)N	L-Phenylalanine	Q9KJU4	0.59	s^(-1)
2.6.1.9	Y123F	Corynebacterium glutamicum	CC(C)CC(C(=O)O)N	L-Leucine	Q9KJU4	0.66	s^(-1)
2.6.1.9	Y257F	Corynebacterium glutamicum	C1=CC=C(C=C1)CC(C(=O)O)N	L-Phenylalanine	Q9KJU4	0.68	s^(-1)
2.6.1.9	Y257F	Corynebacterium glutamicum	CC(C)CC(C(=O)O)N	L-Leucine	Q9KJU4	0.69	s^(-1)
2.6.1.9	Y21F	Corynebacterium glutamicum	C1=CC=C(C=C1)CC(C(=O)O)N	L-Phenylalanine	Q9KJU4	0.87	s^(-1)
2.6.1.9	wildtype	Corynebacterium glutamicum	C1=C(NC=N1)CC(COP(=O)(O)O)N	L-Histidinol phosphate	Q9KJU4	1.18	s^(-1)
2.6.1.9	N99D	Corynebacterium glutamicum	CC(C)CC(C(=O)O)N	L-Leucine	Q9KJU4	1.6	s^(-1)
2.6.1.9	Y21F	Corynebacterium glutamicum	CC(C)CC(C(=O)O)N	L-Leucine	Q9KJU4	1.72	s^(-1)
2.6.1.9	N99D	Corynebacterium glutamicum	C1=C(NC=N1)CC(COP(=O)(O)O)N	L-Histidinol phosphate	Q9KJU4	1.86	s^(-1)
2.6.1.9	Y21F	Corynebacterium glutamicum	C1=C(NC=N1)CC(COP(=O)(O)O)N	L-Histidinol phosphate	Q9KJU4	1.93	s^(-1)
2.6.1.9	N99D	Corynebacterium glutamicum	C1=CC=C(C=C1)CC(C(=O)O)N	L-Phenylalanine	Q9KJU4	2.22	s^(-1)
2.6.1.9	wildtype	Corynebacterium glutamicum	CC(C)CC(C(=O)O)N	L-Leucine	Q9KJU4	3.27	s^(-1)
2.6.1.9	wildtype	Corynebacterium glutamicum	C1=CC=C(C=C1)CC(C(=O)O)N	L-Phenylalanine	Q9KJU4	4.1	s^(-1)
2.6.1.9	wildtype	Mycobacterium tuberculosis	C1=CC=C(C=C1)CC(C(=O)O)N	L-Phenylalanine		220.0	s^(-1)
2.6.1.9	wildtype	Mycobacterium tuberculosis	C1=C(NC=N1)CC(COP(=O)(O)O)N	L-Histidinol phosphate		426.0	s^(-1)
2.6.1.9	wildtype	Mycobacterium tuberculosis	C1=CC(=CC=C1CC(C(=O)O)N)O	L-Tyrosine		3100.0	s^(-1)
1.1.1.B61	wildtype	Arabidopsis thaliana	C1C(C(C(C=C1C(=O)O)O)O)O	Shikimate		428.0	s^(-1)
1.11.1.13	wildtype	Phanerochaete flavidoalba	[Mn+2]	Mn2+		0.22	s^(-1)
1.11.1.13	wildtype	Lentinus tigrinus	COC1=C(C=C(C=C1)CO)OC	Veratryl alcohol		0.45	s^(-1)
1.11.1.13	S168W	Gelatoporia subvermispora	COC1=C(C=C(C=C1)CO)OC	Veratryl alcohol	M2REM6	0.54	s^(-1)
1.11.1.13	wildtype	Lentinus tigrinus	COC1=CC=CC=C1O	Guaiacol		8.92	s^(-1)
1.11.1.13	E35Q	Phanerochaete chrysosporium	[Mn+2]	Mn2+	Q02567	0.77	s^(-1)
1.11.1.13	F268K/T162S/F262M/S272R/F258E/S168W/S275G/Q271N	Gelatoporia subvermispora	COC1=C(C=C(C=C1)CO)OC	Veratryl alcohol	M2REM6	1.69	s^(-1)
1.11.1.13	F190L/F190Y/F190I	Phanerochaete chrysosporium	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2]	Hexacyanoferrate(II)	Q02567	3.4	s^(-1)
1.11.1.13	wildtype	Phanerochaete flavidoalba	COC1=C(C(=CC=C1)OC)O	2,6-Dimethoxyphenol		3.98	s^(-1)
1.11.1.13	wildtype	Phanerochaete chrysosporium	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2]	Hexacyanoferrate(II)	Q02567	38.0	s^(-1)
1.11.1.13	wildtype	Bjerkandera adusta	COC1=C(C=C(C=C1)CO)OC	Veratryl alcohol		39.5	s^(-1)
1.11.1.13	wildtype	Lentinus tigrinus	COC1=C(C(=CC=C1)OC)O	2,6-Dimethoxyphenol		26.26	s^(-1)
1.11.1.13	wildtype	Musa x paradisiaca	[Mn+2]	Mn2+		6.7	s^(-1)
1.11.1.13	F268K/T162S/F262M/S272R/F258E/S168W/S275G/Q271N	Gelatoporia subvermispora	C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]	Reactive black 5	M2REM6	7.0	s^(-1)
1.11.1.13	S168W	Gelatoporia subvermispora	C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]	Reactive black 5	M2REM6	7.8	s^(-1)
1.11.1.13	wildtype	Lentinus tigrinus	C1=CC(=C(C(=C1)O)O)O	pyrogallol		20.95	s^(-1)
1.11.1.13	wildtype	Bjerkandera adusta	COC1=CC=CC=C1O	Guaiacol		31.7	s^(-1)
1.11.1.13	F190A	Phanerochaete chrysosporium	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2]	Hexacyanoferrate(II)	Q02567	14.6	s^(-1)
1.11.1.13	wildtype	Schizophyllum sp.	COC1=CC=CC=C1O	Guaiacol		17.3	s^(-1)
1.11.1.13	R177E	Phanerochaete chrysosporium	OO	H2O2	Q02567	17.3	s^(-1)
1.11.1.13	wildtype	Lentinus tigrinus	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		20.2	s^(-1)
1.11.1.13	R177Q	Phanerochaete chrysosporium	OO	H2O2	Q02567	23.2	s^(-1)
1.11.1.13	A48C/A63C	Phanerochaete chrysosporium	[Mn+2]	Mn2+	Q02567	270.0	s^(-1)
1.11.1.13	R177Q	Phanerochaete chrysosporium	[Mn+2]	Mn2+	Q02567	25.0	s^(-1)
1.11.1.13	R177E	Phanerochaete chrysosporium	[Mn+2]	Mn2+	Q02567	25.5	s^(-1)
1.11.1.13	R177D	Phanerochaete chrysosporium	OO	H2O2	Q02567	28.8	s^(-1)
1.11.1.13	R177D	Phanerochaete chrysosporium	[Mn+2]	Mn2+	Q02567	30.2	s^(-1)
1.11.1.13	R177N	Phanerochaete chrysosporium	[Mn+2]	Mn2+	Q02567	34.6	s^(-1)
1.11.1.13	R177N	Phanerochaete chrysosporium	OO	H2O2	Q02567	35.8	s^(-1)
1.11.1.13	wildtype	Phanerochaete chrysosporium	C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O	Phenol red		66.0	s^(-1)
1.11.1.13	wildtype	Phanerochaete chrysosporium	COC1=CC=CC=C1O	Guaiacol		56.0	s^(-1)
1.11.1.13	S168W	Gelatoporia subvermispora	[Mn+2]	Mn2+		60.5	s^(-1)
1.11.1.13	F268K/T162S/F262M/S272R/F258E/S168W/S275G/Q271N	Gelatoporia subvermispora	[Mn+2]	Mn2+		66.9	s^(-1)
1.11.1.13	wildtype	Schizophyllum sp.	COC1=C(C(=CC=C1)OC)O	2,6-Dimethoxyphenol		69.0	s^(-1)
1.11.1.13	wildtype	Bjerkandera adusta	COC1=C(C(=CC=C1)OC)O	2,6-Dimethoxyphenol		320.0	s^(-1)
1.11.1.13	wildtype	Phanerochaete chrysosporium	CC(=O)CCC1=CC(=C(C=C1)O)OC	vanillylacetone		97.0	s^(-1)
1.11.1.13	wildtype	Gelatoporia subvermispora	[Mn+2]	Mn2+		83.0	s^(-1)
1.11.1.13	wildtype	Pleurotus ostreatus	OO	H2O2		230.0	s^(-1)
1.11.1.13	wildtype	Pleurotus ostreatus	[Mn+2]	Mn2+		230.0	s^(-1)
1.11.1.13	wildtype	Lentinus tigrinus	OO	H2O2		121.0	s^(-1)
1.11.1.13	wildtype	Phanerochaete chrysosporium	[Mn+2]	Mn2+	Q02567	290.0	s^(-1)
1.11.1.13	wildtype	Bjerkandera adusta	[Mn+2]	Mn2+		150.0	s^(-1)
1.11.1.13	wildtype	Deuteromycotina sp.	[Mn+2]	Mn2+		161.0	s^(-1)
1.11.1.13	wildtype	Phanerochaete chrysosporium	OO	H2O2	Q02567	253.0	s^(-1)
1.11.1.13	R177A	Phanerochaete chrysosporium	[Mn+2]	Mn2+	Q02567	187.0	s^(-1)
1.11.1.13	R177A	Phanerochaete chrysosporium	OO	H2O2	Q02567	190.0	s^(-1)
1.11.1.13	wildtype	Pleurotus ostreatus	COC1=C(C(=CC=C1)OC)O	2,6-Dimethoxyphenol		200.0	s^(-1)
1.11.1.13	wildtype	Bjerkandera adusta	OO	H2O2		225.0	s^(-1)
1.11.1.13	F190A/F190L/F190Y/F190I	Phanerochaete chrysosporium	[Mn+2]	Mn2+	Q02567	240.0	s^(-1)
1.11.1.13	wildtype	Lentinus tigrinus	[Mn+2]	Mn2+		242.4	s^(-1)
1.11.1.13	R177K	Phanerochaete chrysosporium	[Mn+2]	Mn2+	Q02567	264.0	s^(-1)
1.11.1.13	wildtype	Trichophyton rubrum	OO	H2O2		272.4	s^(-1)
1.11.1.13	R177K	Phanerochaete chrysosporium	OO	H2O2	Q02567	273.0	s^(-1)
1.11.1.13	wildtype	Trichophyton rubrum	[Mn+2]	Mn2+		304.8	s^(-1)
1.11.1.13	wildtype	Schizophyllum sp.	OO	H2O2		373.0	s^(-1)
1.11.1.13	wildtype	Schizophyllum sp.	[Mn+2]	Mn2+		479.7	s^(-1)
3.2.1.186	wildtype	Solanum torvum	CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O	4-Methylumbelliferyl-beta-D-glucoside		8.3	s^(-1)
3.2.1.186	wildtype	Solanum torvum	CC1C2C(CC3C2(CCC4C3CC(C5C4(CCC(C5)O)C)OC6C(C(C(C(O6)C)O)OC7C(C(C(C(O7)C)O)O)O)O)C)OC1(CCC(C)COC8C(C(C(C(O8)CO)O)O)O)O	Torvoside A	P0DKH4	8.6	s^(-1)
3.2.1.186	wildtype	Solanum torvum	C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O	p-Nitrophenyl-beta-D-glucoside		9.1	s^(-1)
1.12.2.1	wildtype	Bacteria	C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-]	methyl viologen		3.6	s^(-1)
1.12.2.1	wildtype	Desulfovibrio vulgaris	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(C)SCC(C(=O)NC)N)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2]	Cytochrome c		49.0	s^(-1)
2.3.1.B4	wildtype	Allochromatium vinosum	CCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	(R)-3-hydroxyvaleryl-CoA		2.0	s^(-1)
2.3.1.B4	wildtype	Allochromatium vinosum	CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	beta-hydroxybutyryl-CoA		65.33	s^(-1)
2.3.1.B4	wildtype	Ectothiorhodospira shaposhnikovii	CCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O	(R)-3-hydroxyvaleryl-CoA	Q9F5P9	122.0	s^(-1)
